ROWNUM;Name;Longitude_WGS84;Latitude_WGS84;NameOfStation;Line;ModeOnEvenDays;ModeOnOddDays;FullFeaturedBPAAmount;LittleFunctionalBPAAmount;BPAAmount;RepairOfEscalators;GLOBALID;
55;"Охотный ряд, вход 1 в северный вестибюль";"37.61472345";"55.75734121";"Охотный ряд";"Сокольническая линия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:38:45, по 2 пути в 05:57:00; последний поезд по 1 пути в 01:22:55, по 2 пути в 01:24:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:38:45, по 2 пути в 05:57:00; последний поезд по 1 пути в 01:22:55, по 2 пути в 01:24:55";"";"4";"4";"";"85312123";
56;"Охотный ряд, вход 2 в северный вестибюль";"37.61506961";"55.75722357";"Охотный ряд";"Сокольническая линия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:38:45, по 2 пути в 05:57:00; последний поезд по 1 пути в 01:22:55, по 2 пути в 01:24:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:38:45, по 2 пути в 05:57:00; последний поезд по 1 пути в 01:22:55, по 2 пути в 01:24:55";"";"4";"4";"";"85312124";
57;"Охотный ряд, вход 3 в северный вестибюль";"37.61431331";"55.75708183";"Охотный ряд";"Сокольническая линия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:38:45, по 2 пути в 05:57:00; последний поезд по 1 пути в 01:22:55, по 2 пути в 01:24:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:38:45, по 2 пути в 05:57:00; последний поезд по 1 пути в 01:22:55, по 2 пути в 01:24:55";"";"4";"4";"";"85312121";
58;"Охотный ряд, вход 4 в северный вестибюль";"37.61455752";"55.7569047";"Охотный ряд";"Сокольническая линия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:38:45, по 2 пути в 05:57:00; последний поезд по 1 пути в 01:22:55, по 2 пути в 01:24:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:38:45, по 2 пути в 05:57:00; последний поезд по 1 пути в 01:22:55, по 2 пути в 01:24:55";"";"4";"4";"";"85312122";
59;"Охотный ряд, вход 5 в северный вестибюль";"37.6156742";"55.75688132";"Охотный ряд";"Сокольническая линия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:38:45, по 2 пути в 05:57:00; последний поезд по 1 пути в 01:22:55, по 2 пути в 01:24:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:38:45, по 2 пути в 05:57:00; последний поезд по 1 пути в 01:22:55, по 2 пути в 01:24:55";"";"4";"4";"";"85312127";
60;"Охотный ряд, вход 6 в северный вестибюль";"37.61577755";"55.7568574";"Охотный ряд";"Сокольническая линия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:38:45, по 2 пути в 05:57:00; последний поезд по 1 пути в 01:22:55, по 2 пути в 01:24:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:38:45, по 2 пути в 05:57:00; последний поезд по 1 пути в 01:22:55, по 2 пути в 01:24:55";"";"4";"4";"";"85312125";
61;"Охотный ряд, вход в южный вестибюль";"37.61768711";"55.75612198";"Охотный ряд";"Сокольническая линия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:38:45, по 2 пути в 05:57:00; последний поезд по 1 пути в 01:22:55, по 2 пути в 01:24:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:38:45, по 2 пути в 05:57:00; последний поезд по 1 пути в 01:22:55, по 2 пути в 01:24:55";"";"3";"3";"";"85312126";
62;"Павелецкая, вход 1 в вестибюль";"37.63629498";"55.73147211";"Павелецкая";"Замоскворецкая линия";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:45, по 2 пути в 05:48:45; последний поезд по 1 пути в 01:33:55, по 2 пути в 01:30:55";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:45, по 2 пути в 05:48:45; последний поезд по 1 пути в 01:33:55, по 2 пути в 01:30:55";"3";"8";"11";"";"85312128";
63;"Павелецкая, вход 2 в вестибюль";"37.63869678";"55.72979183";"Павелецкая";"Замоскворецкая линия";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:45, по 2 пути в 05:48:45; последний поезд по 1 пути в 01:33:55, по 2 пути в 01:30:55";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:45, по 2 пути в 05:48:45; последний поезд по 1 пути в 01:33:55, по 2 пути в 01:30:55";"3";"8";"11";"";"85312129";
64;"Парк культуры, вход 1 в вестибюль";"37.59502866";"55.73622175";"Парк культуры";"Сокольническая линия";"открытие в 06:30:00; закрытие в 22:30:00; первый поезд по 1 пути в 05:45:00, по 2 пути в 05:51:00; последний поезд по 1 пути в 01:28:00, по 2 пути в 01:18:00";"открытие в 06:30:00; закрытие в 22:30:00; первый поезд по 1 пути в 05:45:00, по 2 пути в 05:51:00; последний поезд по 1 пути в 01:28:00, по 2 пути в 01:18:00";"";"3";"3";"";"85312131";
65;"Парк культуры, вход 2 в вестибюль";"37.59309609";"55.73528017";"Парк культуры";"Сокольническая линия";"открытие в 06:30:00; закрытие в 22:30:00; первый поезд по 1 пути в 05:45:00, по 2 пути в 05:51:00; последний поезд по 1 пути в 01:28:00, по 2 пути в 01:18:00";"открытие в 06:30:00; закрытие в 22:30:00; первый поезд по 1 пути в 05:45:00, по 2 пути в 05:51:00; последний поезд по 1 пути в 01:28:00, по 2 пути в 01:18:00";"";"3";"3";"";"85312130";
66;"Парк Победы, вход 1 в вестибюль";"37.51734005";"55.73667489";"Парк Победы";"Арбатско-Покровская линия";"открытие в 05:40:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:50:45, по 2 пути в 05:52:30; последний поезд по 1 пути в 01:36:00, по 2 пути в 01:33:30";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:49:30, по 2 пути в 05:53:45; последний поезд по 1 пути в 01:36:00, по 2 пути в 01:33:30";"";"6";"6";"15.09.2014-07.11.2014";"85312136";
67;"Парк Победы, вход 2 в вестибюль";"37.5146444";"55.73645011";"Парк Победы";"Арбатско-Покровская линия";"открытие в 05:40:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:50:45, по 2 пути в 05:52:30; последний поезд по 1 пути в 01:36:00, по 2 пути в 01:33:30";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:49:30, по 2 пути в 05:53:45; последний поезд по 1 пути в 01:36:00, по 2 пути в 01:33:30";"";"6";"6";"15.09.2014-07.11.2014";"85312132";
68;"Парк Победы, вход 3 в вестибюль";"37.51758427";"55.73631775";"Парк Победы";"Арбатско-Покровская линия";"открытие в 05:40:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:50:45, по 2 пути в 05:52:30; последний поезд по 1 пути в 01:36:00, по 2 пути в 01:33:30";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:49:30, по 2 пути в 05:53:45; последний поезд по 1 пути в 01:36:00, по 2 пути в 01:33:30";"";"6";"6";"15.09.2014-07.11.2014";"85312134";
